chamber,congress,session,description,date,position,bill_id,member_id
House,116,2,William M. (Mac) Thornberry National Defense Authorization Act,2020-12-28,Yes,hr6395-116,C001123
House,116,2,CASH Act,2020-12-28,Yes,hr9051-116,C001123
House,116,2,United States-Mexico Economic Partnership Act,2020-12-21,Yes,hr133-116,C001123
House,116,2,United States-Mexico Economic Partnership Act,2020-12-21,Yes,hr133-116,C001123
House,116,2,Providing for consideration of the Senate amendment to the bill (H.R. 133) to promote economic partnership and cooperation between the US and Mexico; providing for disposition of the Senate amendment ...,2020-12-21,Yes,hres1271-116,C001123
House,116,2,"Extension of Continuing Appropriations Act, 2021",2020-12-20,Yes,hjres110-116,C001123
House,116,2,"Making further continuing appropriations for fiscal year 202, and for other purposes",2020-12-18,Not Voting,hjres107-116,C001123
House,116,2,FACE Act,2020-12-18,Yes,s979-116,C001123
House,116,2,Julius Rosenwald and the Rosenwald Schools Act,2020-12-17,Yes,hr3250-116,C001123
House,116,2,TEAM Veteran Caregivers Act,2020-12-16,Yes,s2216-116,C001123
House,116,2,AIR Safety Act,2020-12-10,Yes,hr5040-116,C001123
House,116,2,A bill to improve the management of driftnet fishing.,2020-12-10,Yes,s906-116,C001123
House,116,2,Ceiling Fan Improvement Act,2020-12-09,Yes,hr5758-116,C001123
House,116,2,"Further Continuing Appropriations Act, 2021, and Other Extensions Act",2020-12-09,Yes,hr8900-116,C001123
House,116,2,Servicemembers and Veterans Initiative Act,2020-12-08,Yes,hr8354-116,C001123
House,116,2,William M. (Mac) Thornberry National Defense Authorization Act,2020-12-08,Yes,hr6395-116,C001123
House,116,2,HBCU PARTNERS Act,2020-12-07,Yes,s461-116,C001123
House,116,2,"Calling for the global repeal of blasphemy, heresy, and apostasy laws.",2020-12-07,Yes,hres512-116,C001123
House,116,2,MORE Act,2020-12-04,Yes,hr3884-116,C001123
House,116,2,MORE Act,2020-12-04,No,hr3884-116,C001123
House,116,2,Providing for consideration of the Senate amendments to the bill (H.R. 925) to extend the authorization of appropriations for allocation to carry out approved wetlands conservation projects under the North ...,2020-09-30,No,hres1161-116,C001062
House,116,2,Providing for consideration of the Senate amendments to the bill (H.R. 925) to extend the authorization of appropriations for allocation to carry out approved wetlands conservation projects under the North ...,2020-09-30,No,hres1161-116,C001062
House,116,2,Timely ReAuthorization of Necessary Stem-cell Programs Lends Access to Needed Therapies Act,2020-09-30,Yes,hr4764-116,C001062
House,116,2,Uyghur Forced Labor Disclosure Act,2020-09-30,No,hr6270-116,C001062
House,116,2,Uyghur Forced Labor Disclosure Act of 2020,2020-09-30,Yes,hr6270-116,C001062
House,116,2,"Reaffirming the House of Representatives’ commitment to the orderly and peaceful transfer of power called for in the Constitution of the United States, and for other purposes",2020-09-29,Yes,hres1155-116,C001062
House,116,2,Raising a question of the privileges of the House.,2020-09-29,No,hres1148-116,C001062
House,116,2,Expanding Access to Sustainable Energy Act,2020-09-24,No,hr4447-116,C001062
House,116,2,Expanding Access to Sustainable Energy Act,2020-09-24,Yes,hr4447-116,C001062
House,116,2,Levin of California Part B Amendment En Bloc No. 4,2020-09-24,No,hr4447-116,C001062
House,116,2,Haaland of New Mexico Part B Amendment No. 32,2020-09-24,No,hr4447-116,C001062
House,116,2,Stevens of Michigan Part B Amendment En Bloc. No. 1,2020-09-24,No,hr4447-116,C001062
House,116,2,Don’t Break Up the T-Band Act of 2020,2020-09-23,Yes,hr451-116,C001062
House,116,2,Providing for consideration of the Expanding Access to Sustainable Energy Act (H.R. 4447); providing for consideration of the Uyghur Forced Labor Disclosure Act (H.R. 6270); and providing for consideration of ...,2020-09-23,No,hres1129-116,C001062
House,116,2,Providing for consideration of the Expanding Access to Sustainable Energy Act (H.R. 4447); providing for consideration of the Uyghur Forced Labor Disclosure Act (H.R. 6270); and providing for consideration of ...,2020-09-23,No,hres1129-116,C001062
House,116,2,"Continuing Appropriations Act, 2021",2020-09-22,Yes,hr8337-116,C001062
House,116,2,Leveraging Information on Foreign Traffickers Act,2020-09-22,Yes,hr5664-116,C001062
House,116,2,Uyghur Forced Labor Prevention Act,2020-09-22,Yes,hr6210-116,C001062
House,116,2,Pregnant Workers Fairness Act,2020-09-17,No,hr2694-116,C001062
House,116,2,Pregnant Workers Fairness Act,2020-09-17,Yes,hr2694-116,C001062
House,118,1,"To clarify jurisdiction with respect to certain Bureau of Reclamation pumped storage development, and for other purposes",2023-11-06,Yes,hr1607-118,L000397
House,118,1,SHIP Act,2023-11-03,Yes,hr3774-118,L000397
House,118,1,"Making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2024, and for other purposes",2023-11-03,No,hr4821-118,L000397
House,118,1,"Making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2024, and for other purposes",2023-11-03,Yes,hr4821-118,L000397
House,118,1,Roy of Texas Part A Amendment No. 127,2023-11-03,No,hr4821-118,L000397
House,118,1,Roy of Texas Part A Amendment No. 126,2023-11-03,No,hr4821-118,L000397
House,118,1,Ogles of Tennessee Part A Amendment No. 120,2023-11-03,No,hr4821-118,L000397
House,118,1,Ogles of Tennessee Part A Amendment No. 116,2023-11-02,No,hr4821-118,L000397
House,118,1,Norman of South Carolina Part A Amendment No. 115,2023-11-02,No,hr4821-118,L000397
House,118,1,Norman of South Carolina Part A Amendment No. 113,2023-11-02,No,hr4821-118,L000397
House,118,1,Norman of South Carolina Part A Amendment No. 112,2023-11-02,No,hr4821-118,L000397
House,118,1,Norman of South Carolina Part A Amendment No. 110,2023-11-02,No,hr4821-118,L000397
House,118,1,Nehls of Texas Part A Amendment No. 107,2023-11-02,No,hr4821-118,L000397
House,118,1,Miller of Illinois Part A Amendment No. 103,2023-11-02,No,hr4821-118,L000397
House,118,1,McCormick of Georgia Part A Amendment No. 102,2023-11-02,No,hr4821-118,L000397
House,118,1,McCormick of Georgia Part A Amendment No. 101,2023-11-02,No,hr4821-118,L000397
House,118,1,Greene of Georgia Part A Amendment No. 94,2023-11-02,No,hr4821-118,L000397
House,118,1,Gosar of Arizona Part A Amendment No. 91,2023-11-02,No,hr4821-118,L000397
House,118,1,Fulcher of Idaho Part A Amendment No. 89,2023-11-02,No,hr4821-118,L000397
House,118,1,Crane of Arizona Part A Amendment No. 86,2023-11-02,No,hr4821-118,L000397
House,117,2,CREW Act,2022-09-14,Yes,s2293-117,B001286
House,117,2,Expediting Disaster Recovery Act,2022-09-14,Yes,hr5774-117,B001286
House,117,2,National Aviation Preparedness Plan Act,2022-09-14,Yes,hr884-117,B001286
House,117,2,,2022-09-14,Yes,motion-117,B001286
House,117,2,Providing for consideration of the bill (H.R. 302) Preventing a Patronage System Act; providing for consideration of the bill (H.R. 2988) Whistleblower Protection Improvement Act; providing for consideration of the ...,2022-09-14,Yes,hres1339-117,B001286
House,117,2,Providing for consideration of the bill (H.R. 302) Preventing a Patronage System Act; providing for consideration of the bill (H.R. 2988) Whistleblower Protection Improvement Act; providing for consideration of the ...,2022-09-14,Yes,hres1339-117,B001286
House,117,2,Wildfire Recovery Act,2022-09-13,Yes,hr1066-117,B001286
House,117,2,Drone Infrastructure Inspection Grant Act,2022-09-13,Yes,hr5315-117,B001286
House,117,2,To extend by 19 days the authorization for the special assessment for the Domestic Trafficking Victims’ Fund,2022-09-13,Yes,s4785-117,B001286
House,117,2,To provide for reconciliation pursuant to title II of S. Con. Res. 14.,2022-08-12,Yes,hr5376-117,B001286
House,117,2,Providing for consideration of the Senate amendment to the bill (H.R. 5376) to provide for reconciliation pursuant to title II of S. Con. Res. 14,2022-08-12,Yes,hres1316-117,B001286
House,117,2,Providing for consideration of the Senate amendment to the bill (H.R. 5376) to provide for reconciliation pursuant to title II of S. Con. Res. 14,2022-08-12,Yes,hres1316-117,B001286
House,117,2,"To include certain computer-related projects in the Federal permitting program under title XLI of the FAST Act, and for other purposes",2022-07-29,Yes,s3451-117,B001286
House,117,2,STREAM Act,2022-07-29,Yes,hr7283-117,B001286
House,117,2,Big Cat Public Safety Act,2022-07-29,Yes,hr263-117,B001286
House,117,2,Continental Divide Trail Completion Act,2022-07-29,Yes,hr5118-117,B001286
House,117,2,Continental Divide Trail Completion Act,2022-07-29,No,hr5118-117,B001286
House,117,2,Velazquez of New York Part C Amendment No. 3,2022-07-29,Yes,hr5118-117,B001286
House,117,2,Schrier of Washington Part C Amendment No. 2,2022-07-29,Yes,hr5118-117,B001286
House,117,2,Assault Weapons Ban,2022-07-29,Yes,hr1808-117,B001286
House,118,1,Declaring the office of Speaker of the House of Representatives to be vacant.,2023-10-03,No,hres757-118,M001199
House,118,1,Declaring the office of Speaker of the House of Representatives to be vacant.,2023-10-03,Yes,hres757-118,M001199
House,118,1,"Providing for consideration of the bill (H.R. 4394) Energy and Water Development and Related Agencies Appropriations Act, 2024; providing for consideration of the bill (H.R. 4364) Legislative Branch Appropriations Act, ...",2023-10-03,Yes,hres756-118,M001199
House,118,1,"Providing for consideration of the bill (H.R. 4394) Energy and Water Development and Related Agencies Appropriations Act, 2024; providing for consideration of the bill (H.R. 4364) Legislative Branch Appropriations Act, ...",2023-10-03,Yes,hres756-118,M001199
House,118,1,Modernizing the Acquisition of Cybersecurity Experts Act,2023-10-02,Yes,hr4502-118,M001199
House,118,1,"To designate the facility of the United States Postal Service located at 616 East Main Street in St. Charles, Illinois, as the “Veterans of the Vietnam War Memorial Post Office”.",2023-10-02,Yes,hr2379-118,M001199
House,118,1,"Continuing Appropriations Act, 2024 and Other Extensions Act",2023-09-30,No,hr5860-118,M001199
House,118,1,,2023-09-30,No,adjourn-118,M001199
House,118,1,Spending Reduction and Border Security Act,2023-09-29,Yes,hr5525-118,M001199
House,118,1,Spending Reduction and Border Security Act,2023-09-29,No,hr5525-118,M001199
House,118,1,"Providing for consideration of H.R. 5525, the Spending Reduction and Border Security Act",2023-09-29,Yes,hres741-118,M001199
House,118,1,"Providing for consideration of H.R. 5525, the Spending Reduction and Border Security Act",2023-09-29,Yes,hres741-118,M001199
House,118,1,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",2023-09-28,Yes,hr4368-118,M001199
House,118,1,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",2023-09-28,No,hr4368-118,M001199
House,118,1,"Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2024, and for other purposes",2023-09-28,Yes,hr4367-118,M001199
House,118,1,"Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2024, and for other purposes",2023-09-28,No,hr4367-118,M001199
House,118,1,"Making supplemental appropriations for the fiscal year ending September 30, 2024, and for other purposes",2023-09-28,No,hr5692-118,M001199
House,118,1,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2024, and for other purposes",2023-09-28,Yes,hr4365-118,M001199
House,118,1,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2024, and for other purposes",2023-09-28,No,hr4365-118,M001199
House,118,1,"Making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2024, and for other purposes",2023-09-28,Yes,hr4665-118,M001199
House,117,2,Meng of New York Part A Amendment No. 587,2022-07-14,Yes,hr7900-117,Y000062
House,117,2,Connolly of Virginia Part A Amendment No. 495,2022-07-14,Yes,hr7900-117,Y000062
House,117,2,Evans of Pennsylvania Part A Amendment No. 461,2022-07-14,Yes,hr7900-117,Y000062
House,117,2,DeGette of Colorado Part A Amendment No. 456,2022-07-14,Yes,hr7900-117,Y000062
House,117,2,Neguse of Colorado Part A Amendment No. 455,2022-07-14,Yes,hr7900-117,Y000062
House,117,2,Connolly of Virginia Part A Amendment No. 454,2022-07-14,Not Voting,hr7900-117,Y000062
House,117,2,Green of Texas Part A Amendment No. 448,2022-07-14,Not Voting,hr7900-117,Y000062
House,117,2,Schiff of California Part A Amendment No. 447,2022-07-14,Not Voting,hr7900-117,Y000062
House,117,2,Langevin of Rhode Island Part A Amendment No. 426,2022-07-14,Not Voting,hr7900-117,Y000062
House,117,2,Garamendi of California Part A Amendment No. 410,2022-07-14,Not Voting,hr7900-117,Y000062
House,117,2,Pallone of New Jersey Part A Amendment No. 399,2022-07-14,Not Voting,hr7900-117,Y000062
House,117,2,Speier of California Part A Amendment No. 395,2022-07-14,Not Voting,hr7900-117,Y000062
House,117,2,Jayapal of Washington Part A Amendment No. 392,2022-07-14,Not Voting,hr7900-117,Y000062
House,117,2,Keating of Massachusetts Part A Amendment No. 391,2022-07-14,Not Voting,hr7900-117,Y000062
House,117,2,Bowman of New York Part A Amendment No. 384,2022-07-14,Not Voting,hr7900-117,Y000062
House,117,2,Smith of Washington Part A Amendment En Bloc No. 4,2022-07-14,Yes,hr7900-117,Y000062
House,117,2,Smith of Washington Part A Amendment En Bloc No. 3,2022-07-14,Yes,hr7900-117,Y000062
House,117,2,"Smith of Washington Part A Amendment En Bloc No. 2, as Modified",2022-07-14,Yes,hr7900-117,Y000062
House,117,2,Speier of California Part A Amendment No. 81,2022-07-14,Yes,hr7900-117,Y000062
House,117,2,Levin of Michigan Part A Amendment No. 79,2022-07-14,Yes,hr7900-117,Y000062
House,117,2,Protecting Our Gold Star Families Education Act,2022-07-13,Yes,s3373-117,S001180
House,117,2,Protecting Our Gold Star Families Education Act,2022-07-13,No,s3373-117,S001180
House,117,2,Active Shooter Alert Act,2022-07-13,Yes,hr6538-117,S001180
House,117,2,Prevent Exposure to Narcotics and Toxics Act,2022-07-13,Yes,hr5274-117,S001180
House,117,2,National Computer Forensics Institute Reauthorization Act,2022-07-13,Yes,hr7174-117,S001180
House,117,2,Providing for consideration of the following bills (H.R. 7900) National Defense Authorization Act for FY 2023; (S. 3373) Protecting Our Gold Star Families Education Act; (H.R. 8296) Women’s Health Protection ...,2022-07-13,Yes,hres1224-117,S001180
House,117,2,Providing for consideration of the following bills (H.R. 7900) National Defense Authorization Act for FY 2023; (S. 3373) Protecting Our Gold Star Families Education Act; (H.R. 8296) Women’s Health Protection ...,2022-07-13,Yes,hres1224-117,S001180
House,117,2,"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the “Thelma Harper Post Office Building”",2022-07-12,Yes,hr5271-117,S001180
House,117,2,First Responder Fair RETIRE Act,2022-07-12,Yes,hr521-117,S001180
House,117,2,"Reaffirming the economic partnership between the United States and the Caribbean nations and recongnizing the need to strengthen trade and investment between the United States and the Carribbean nations, our ...",2022-07-12,Yes,hres1168-117,S001180
House,117,2,"To designate the United States Courthouse and Federal Building located at 111 North Adams Street in Tallahassee, Florida, as the “Joseph Woodrow Hatchett United States Courthouse and Federal Building”",2022-06-24,Yes,s2938-117,S001180
House,117,2,Providing for consideration of the Senate Amendments to the House Amendment to the bill (S. 2938); providing consideration of the Senate Amendment to the House Amendment to the bill (S.2089); ...,2022-06-24,Yes,hres1204-117,S001180
House,117,2,Providing for consideration of the Senate Amendments to the House Amendment to the bill (S. 2938); providing consideration of the Senate Amendment to the House Amendment to the bill (S.2089); ...,2022-06-24,Yes,hres1204-117,S001180
House,117,2,LGBTQI+ Data Inclusion Act,2022-06-23,Yes,hr4176-117,S001180
House,117,2,LGBTQI+ Data Inclusion Act,2022-06-23,No,hr4176-117,S001180
House,117,2,Carolyn B. Maloney of New York Part B Amendment No. 2,2022-06-23,Yes,hr4176-117,S001180
House,117,2,Jackson Lee of Texas Part B Amendment No. 1,2022-06-23,Yes,hr4176-117,S001180
House,117,2,Campus Prevention and Recovery Services for Students Act,2022-06-23,Yes,hr6493-117,S001180
House,117,2,Enhancing Mental Health and Suicide Prevention Through Campus Planning Act,2022-06-23,Yes,hr5407-117,S001180
House,117,2,Keep Kids Fed Act,2022-06-23,Yes,s2089-117,S001180
House,118,1,"To amend title 38, United States Code, to strengthen benefits for children of Vietnam veterans born with spina bifida, and for other purposes",2023-09-19,Yes,s112-118,G000590
House,118,1,"Providing for consideration of the bill (H.R. 1435) Preserving Choice in Vehicle Purchases Act, and providing for consideration of the bill (H.R. 4365) Department of Defense Appropriations Act, 2024, and ...",2023-09-19,Yes,hres680-118,G000590
House,118,1,"Providing for consideration of the bill (H.R. 1435) Preserving Choice in Vehicle Purchases Act, and providing for consideration of the bill (H.R. 4365) Department of Defense Appropriations Act, 2024, and ...",2023-09-19,Yes,hres680-118,G000590
House,118,1,National Defense Authorization Act,2023-09-19,Yes,hr2670-118,G000590
House,118,1,National Defense Authorization Act,2023-09-19,Yes,hr2670-118,G000590
House,118,1,To amend the Indian Child Protection and Family Violence Prevention Act.,2023-09-18,Yes,hr663-118,G000590
House,118,1,"To designate the clinic of the Department of Veterans Affairs in Gallup, New Mexico, as the Hiroshi “Hershey” Miyamura VA Clinic",2023-09-18,Yes,s475-118,G000590
House,118,1,Isakson-Roe Education Oversight Expansion Act,2023-09-18,Yes,hr3981-118,G000590
House,118,1,Preserving Choice in Vehicle Purchases Act,2023-09-14,Yes,hr1435-118,G000590
House,118,1,Preserving Choice in Vehicle Purchases Act,2023-09-14,No,hr1435-118,G000590
House,118,1,Providing for consideration of the bill (H.R. 1435) to amend the Clean Air Act to prevent the elimination of the sale of internal combustion engines.,2023-09-14,Yes,hres681-118,G000590
House,118,1,Providing for consideration of the bill (H.R. 1435) to amend the Clean Air Act to prevent the elimination of the sale of internal combustion engines.,2023-09-14,Yes,hres681-118,G000590
House,118,1,To extend the authority to collect Shasta-Trinity Marina fees through fiscal year 2029,2023-09-13,Yes,hr3324-118,G000590
House,118,1,ACRES Act,2023-09-13,Not Voting,hr1567-118,G000590
House,118,1,Condemning the Government of Iran’s state-sponsored persecution of the Baha’i minority and its continued violation of the International Covenants on Human Rights,2023-09-12,Yes,hres492-118,G000590
House,118,1,MAHSA Act,2023-09-12,Yes,hr589-118,G000590
House,118,1,Fight CRIME Act,2023-09-12,Yes,hr3152-118,G000590
House,118,1,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the United States Fish and Wildlife Service relating to “Endangered and Threatened ...",2023-07-27,Yes,sjres24-118,G000590
House,118,1,"Providing for congressional disapproval under chapter 8 of title 5, U.S. Code, relating to “Endangered and Threatened Wildlife and Plants; Lesser Prairie-Chicken; Threatened Status With Sec. 4(d) Rule for the ...",2023-07-27,Yes,sjres9-118,G000590
House,118,1,"Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2024, and for other purposes",2023-07-27,Yes,hr4366-118,G000590
House,118,1,Perry of Pennsylvania Part A Amendment No. 74,2023-07-19,No,hr3935-118,R000609
House,118,1,Perry of Pennsylvania Part A Amendment No. 73,2023-07-19,No,hr3935-118,R000609
House,118,1,Owens of Utah Part A Amendment No. 71,2023-07-19,Yes,hr3935-118,R000609
House,118,1,Ogles of Tennessee Part A Amendment No. 70,2023-07-19,Yes,hr3935-118,R000609
House,118,1,Ogles of Tennessee Part A Amendment No. 69,2023-07-19,Yes,hr3935-118,R000609
House,118,1,Obernolte of California Part A Amendment No. 68,2023-07-19,Yes,hr3935-118,R000609
House,118,1,Miller of Illinois Part A Amendment No. 65,2023-07-19,No,hr3935-118,R000609
House,118,1,Miller of Illinois Part A Amendment No. 64,2023-07-19,Yes,hr3935-118,R000609
House,118,1,McClintock of California Part A Amendment No. 62,2023-07-19,No,hr3935-118,R000609
House,118,1,Kean of New Jersey Part A Amendment No. 50,2023-07-19,No,hr3935-118,R000609
House,118,1,Jackson of Texas Part A Amendment No. 48,2023-07-19,Yes,hr3935-118,R000609
House,118,1,Issa of California Part A Amendment No. 47,2023-07-19,Yes,hr3935-118,R000609
House,118,1,Huizenga of Michigan Part A Amendment No. 44,2023-07-19,Yes,hr3935-118,R000609
House,118,1,Miller of Illinois Part A Amendment No. 36,2023-07-19,Yes,hr3935-118,R000609
House,118,1,Miller of Illinois Part A Amendment No. 35,2023-07-19,Yes,hr3935-118,R000609
House,118,1,Gosar of Arizona Part A Amendment No. 33,2023-07-19,Yes,hr3935-118,R000609
House,118,1,Fitzpatrick of Pennsylvania Part A Amendment No. 29,2023-07-19,Yes,hr3935-118,R000609
House,118,1,Feenstra of Iowa Part A Amendment No. 27,2023-07-19,Yes,hr3935-118,R000609
House,118,1,Langworthy of New York Part A Amendment No. 10,2023-07-19,No,hr3935-118,R000609
House,118,1,Schools Not Shelters Act,2023-07-19,Yes,hr3941-118,R000609
House,118,1,Davidson of Ohio Amendment No. 50,2023-07-13,No,hr2670-118,B001292
House,118,1,Hageman of Wyoming Amendment No. 49,2023-07-13,No,hr2670-118,B001292
House,118,1,Greene of Georgia Amendment No. 48,2023-07-13,No,hr2670-118,B001292
House,118,1,Good of Virginia Amendment No. 47,2023-07-13,No,hr2670-118,B001292
House,118,1,Waltz of Florida Amendment No. 41,2023-07-13,No,hr2670-118,B001292
House,118,1,Boebert of Colorado Amendment No. 35,2023-07-13,No,hr2670-118,B001292
House,118,1,Norman of South Carolina Amendment No. 34,2023-07-13,No,hr2670-118,B001292
House,118,1,Norman of South Carolina Amendment No. 33,2023-07-13,No,hr2670-118,B001292
House,118,1,Norman of South Carolina Amendment No. 33,2023-07-13,No,hr2670-118,B001292
House,118,1,Crane of Arizona Amendment No. 32,2023-07-13,No,hr2670-118,B001292
House,118,1,Roy of Texas Amendment No. 31,2023-07-13,No,hr2670-118,B001292
House,118,1,Roy of Texas Amendment No. 30,2023-07-13,No,hr2670-118,B001292
House,118,1,Ogles of Tennessee Amendment No. 25,2023-07-13,No,hr2670-118,B001292
House,118,1,Davidson of Ohio Amendment No. 24,2023-07-13,No,hr2670-118,B001292
House,118,1,Greene of Georgia Amendment No. 23,2023-07-13,No,hr2670-118,B001292
House,118,1,Gaetz of Florida Amendment No. 22,2023-07-13,No,hr2670-118,B001292
House,118,1,Greene of Georgia Amendment No. 21,2023-07-13,No,hr2670-118,B001292
House,118,1,Norman of South Carolina Amendment No. 20,2023-07-13,No,hr2670-118,B001292
House,118,1,Rosendale of Montana Amendment No. 10,2023-07-13,No,hr2670-118,B001292
House,118,1,Jackson of Texas Amendment No. 5,2023-07-13,No,hr2670-118,B001292
House,118,1,Hayes of Connecticut Part D Amendment No. 1,2023-06-21,No,hr3799-118,H001082
House,118,1,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to “Waivers and Modifications of Federal Student ...",2023-06-21,Yes,hjres45-118,H001082
House,118,1,"Censuring Adam Schiff, Representative of the 30th Congressional District of California",2023-06-21,No,hres521-118,H001082
House,118,1,Providing for consideration of the bill (H.R. 3564) the Middle Class Borrower Protection Act; consideration of (H.R. 3799) the CHOICE Arrangement Act; consideration of (H. Res. 461) Condemning the use ...,2023-06-21,Yes,hres524-118,H001082
House,118,1,Providing for consideration of the bill (H.R. 3564) the Middle Class Borrower Protection Act; consideration of (H.R. 3799) the CHOICE Arrangement Act; consideration of (H. Res. 461) Condemning the use ...,2023-06-21,Yes,hres524-118,H001082
House,118,1,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the “Pfc. Justin T. Paton Department of Veterans Affairs Clinic”",2023-06-20,Yes,hr3672-118,H001082
House,118,1,Veteran Entrepreneurship Training Act,2023-06-20,Yes,hr1606-118,H001082
House,118,1,Separation of Powers Restoration Act,2023-06-15,Yes,hr288-118,H001082
House,118,1,Separation of Powers Restoration Act,2023-06-15,No,hr288-118,H001082
House,118,1,"Censuring and condemning Adam Schiff, Representative of California’s 30th Congressional District",2023-06-14,No,hres489-118,H001082
House,118,1,Save Our Gas Stoves Act,2023-06-14,Yes,hr1640-118,H001082
House,118,1,Pallone of New Jersey Part D Amendment No. 3,2023-06-14,No,hr1640-118,H001082
House,118,1,McGovern of Massachusetts Part D Amendment No. 2,2023-06-14,No,hr1640-118,H001082
House,118,1,REINS Act,2023-06-14,Yes,hr277-118,H001082
House,118,1,REINS Act,2023-06-14,No,hr277-118,H001082
House,118,1,Roy of Texas Part A Amendment No. 15,2023-06-14,Yes,hr277-118,H001082
House,118,1,Roy of Texas Part A Amendment No. 14,2023-06-14,Yes,hr277-118,H001082
House,118,1,Houlahan of Pennsylvania Part A Amendment No. 12,2023-06-14,No,hr277-118,H001082
House,118,1,Al Green of Texas Part A Amendment No. 11,2023-06-14,No,hr277-118,H001082
House,118,1,Al Green of Texas Part A Amendment No. 10,2023-06-14,No,hr277-118,H001082
House,118,1,Small Entity Update Act,2023-05-30,Yes,hr2792-118,S001190
House,118,1,HALT Fentanyl Act,2023-05-25,Yes,hr467-118,S001190
House,118,1,Pettersen of Colorado Amendment No. 3,2023-05-25,Yes,hr467-118,S001190
House,118,1,VET-TEC Authorization Act,2023-05-24,Yes,hr1669-118,S001190
House,118,1,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to “Waivers and Modifications of Federal Student ...",2023-05-24,No,hjres45-118,S001190
House,118,1,"Disapproving the rule submitted by the Department of Commerce relating to “Procedures Covering Suspension of Liquidation, Duties and Estimated Duties in Accord with Presidential Proclamation 10414”",2023-05-24,No,hjres39-118,S001190
House,118,1,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to “Control of Air Pollution From New ...",2023-05-23,No,sjres11-118,S001190
House,118,1,"Providing for consideration of the bill (H.R. 467) HALT Fentanyl Act; S.J.Res. 11, Congressional Disapproval “Control of Air Pollution From New Motor Vehicles: Heavy-Duty Engine and Vehicle Standards”; and H.J.Res. ...",2023-05-23,No,hres429-118,S001190
House,118,1,"Providing for consideration of the bill (H.R. 467) HALT Fentanyl Act; S.J.Res. 11, Congressional Disapproval “Control of Air Pollution From New Motor Vehicles: Heavy-Duty Engine and Vehicle Standards”; and H.J.Res. ...",2023-05-23,No,hres429-118,S001190
House,118,1,China Financial Threat Mitigation Act,2023-05-22,Yes,hr1156-118,S001190
House,118,1,Preventing the Financing of Illegal Synthetic Drugs Act,2023-05-22,Yes,hr1076-118,S001190
House,118,1,Expressing support for local law enforcement officers and condemning efforts to defund or dismantle local law enforcement agencies,2023-05-18,No,hconres40-118,S001190
House,118,1,D’Esposito of New York Part C Amendment No. 1,2023-05-18,No,hconres40-118,S001190
House,118,1,POLICE Act,2023-05-17,No,hr2494-118,S001190
House,118,1,Correa of California Part A Amendment No. 2,2023-05-17,Yes,hr2494-118,S001190
House,118,1,Boebert of Colorado Part A Amendment No. 1,2023-05-17,Yes,hr2494-118,S001190
House,118,1,Federal Law Enforcement Officer Service Weapon Purchase Act,2023-05-17,No,hr3091-118,S001190
House,118,1,Rosendale of Montana Part B Amendment No. 4,2023-05-17,No,hr3091-118,S001190
House,118,1,Luttrell of Texas Part B Amendment No. 3,2023-05-17,No,hr3091-118,S001190
House,118,1,McCormick of Georgia Part B Amendment No. 2,2023-05-17,No,hr3091-118,S001190
House,117,2,Suspending Energy Imports from Russia Act,2022-03-09,Yes,hr6968-117,G000588
House,117,2,"Haiti Development, Accountability, and Institutional Transparency Initiative Act",2022-03-09,Yes,hr2471-117,G000588
House,117,2,"Haiti Development, Accountability, and Institutional Transparency Initiative Act",2022-03-09,Yes,hr2471-117,G000588
House,117,2,"Haiti Development, Accountability, and Institutional Transparency Initiative Act",2022-03-09,Yes,hr2471-117,G000588
House,117,2,"Haiti Development, Accountability, and Institutional Transparency Initiative Act",2022-03-09,Yes,hr2471-117,G000588
House,117,2,"Providing for consideration of H.R. 2471 Haiti Development, Accountability, and Institutional Transparency Initiative Act; H.J. Res. 75 Making Further Continuing Appropriations for the Fiscaly Year ending Sept 30, 2022; H.R. ...",2022-03-09,No,hres973-117,G000588
House,117,2,"Providing for consideration of H.R. 2471 Haiti Development, Accountability, and Institutional Transparency Initiative Act; H.J. Res. 75 Making Further Continuing Appropriations for the Fiscaly Year ending Sept 30, 2022; H.R. ...",2022-03-09,No,hres973-117,G000588
House,117,2,,2022-03-09,No,adjourn-117,G000588
